,name,geometry,maxspeed
1952,,"LINESTRING (-8.6228833 40.6429067, -8.6227924 40.6430094, -8.6227415 40.6430807, -8.622719999999999 40.6431519, -8.6227254 40.6432231, -8.622745699999999 40.6432889, -8.622807399999999 40.643411)",50
1953,Rua de Ceuta,"LINESTRING (-8.6355378 40.6374857, -8.6355635 40.6375008, -8.635632299999999 40.6375418, -8.635844000000001 40.6376567, -8.635938299999999 40.6377081, -8.6360326 40.6377595)",50
1954,Rua Cristóvão Pinho Queimado,"LINESTRING (-8.6355378 40.6374857, -8.635498 40.6375225, -8.635299 40.637744, -8.635265199999999 40.6377809, -8.6350715 40.6379929, -8.634904000000001 40.6381849, -8.6348471 40.6382503, -8.6348064 40.6382969)",50
1955,"['Rua Cristóvão Pinho Queimado', 'Rua Doutor Orlando de Oliveira']","LINESTRING (-8.6355378 40.6374857, -8.6356211 40.6374008, -8.6357163 40.6372827, -8.6358368 40.6371331, -8.636018 40.6369991, -8.6362129 40.6369395, -8.6364439 40.6369429, -8.636531099999999 40.6369653, -8.636662899999999 40.6369991, -8.6368154 40.6370765, -8.637205 40.6372946, -8.6378608 40.6376619, -8.638892800000001 40.638254, -8.639549199999999 40.6386181, -8.6396482 40.6386709, -8.6398276 40.6388336, -8.639867000000001 40.6388854)",50
1956,Rua Dom Sancho I,"LINESTRING (-8.6225284 40.6427734, -8.6228833 40.6429067)",50
1957,Rua Dom Sancho I,"LINESTRING (-8.6225284 40.6427734, -8.6222405 40.642691, -8.6220634 40.6426517)",50
1958,Rua Dom António José Cordeiro,"LINESTRING (-8.6344067 40.6381323, -8.6348064 40.6382969)",50
1959,,"LINESTRING (-8.5907836 40.6604236, -8.590644599999999 40.6604044, -8.5906676 40.6602964, -8.590681 40.6602191, -8.5906842 40.6601424, -8.590660099999999 40.6600692, -8.590619800000001 40.6599919, -8.590563 40.6599159, -8.590499100000001 40.6598718, -8.590432099999999 40.6598576, -8.590346200000001 40.6598718, -8.590281299999999 40.6598996, -8.590141900000001 40.659983, -8.589457899999999 40.6603696, -8.588929500000001 40.6606769, -8.5888308 40.6606979, -8.5887042 40.6607196, -8.588548599999999 40.6607338, -8.5883582 40.660744, -8.588167800000001 40.6607623, -8.5879966 40.6607915, -8.587760599999999 40.660818, -8.587519199999999 40.6608668, -8.587369000000001 40.660881, -8.58717 40.6608905, -8.586824500000001 40.6609217, -8.586494099999999 40.6609597, -8.586105699999999 40.6610296, -8.5857758 40.6610865, -8.585448 40.6611347, -8.585123400000001 40.6611896, -8.584546599999999 40.661328)",50
1960,Rua da Azenha,"LINESTRING (-8.610150000000001 40.6360074, -8.609413699999999 40.6357842, -8.6067476 40.6343715)",50
1961,Rua da Azenha,"LINESTRING (-8.610150000000001 40.6360074, -8.611804100000001 40.6375342, -8.6118396 40.6375547)",50
1962,Rua Luís de Camões,"LINESTRING (-8.610150000000001 40.6360074, -8.610469399999999 40.6358434, -8.609676500000001 40.6349415, -8.607994700000001 40.6331004, -8.6079195 40.6330375)",50
1963,Rua das Sortes,"LINESTRING (-8.5980132 40.6334049, -8.5981398 40.6334833, -8.598819000000001 40.6339036, -8.6003103 40.6343025, -8.6009647 40.6343107)",50
1964,Rua das Sortes,"LINESTRING (-8.5980132 40.6334049, -8.5963996 40.6333782, -8.596350299999999 40.6333814, -8.5958256 40.6334149, -8.5948332 40.6335655, -8.594262499999999 40.6336291, -8.5936314 40.6336994)",50
1965,Rua Gil Vicente,"LINESTRING (-8.5980132 40.6334049, -8.598175299999999 40.6331637, -8.5982524 40.6326831)",50
1966,Rua Gil Vicente,"LINESTRING (-8.5984652 40.6317096, -8.598361499999999 40.6321556)",50
1967,,"LINESTRING (-8.5984652 40.6317096, -8.598527000000001 40.6313831, -8.5985169 40.6313341, -8.5984756 40.6312857, -8.597918200000001 40.6312151, -8.597848600000001 40.6312537, -8.597707700000001 40.6318745, -8.597742800000001 40.6320348, -8.597811699999999 40.6320808, -8.598361499999999 40.6321556)",50
1968,Rua Gil Vicente,"LINESTRING (-8.5984652 40.6317096, -8.5986786 40.6316872, -8.5992304 40.6316285, -8.599391600000001 40.6315865)",50
1969,Rua Eça de Queiros,"LINESTRING (-8.5992578 40.632778, -8.5993365 40.6322575)",50
1970,Rua de Almada Negreiros,"LINESTRING (-8.5992578 40.632778, -8.5982524 40.6326831)",50
1971,Rua de Almada Negreiros,"LINESTRING (-8.5992578 40.632778, -8.59956 40.6328442)",50
1972,Rua de Cabo Verde,"LINESTRING (-8.6365233 40.6386077, -8.636485499999999 40.6386422, -8.636183900000001 40.6388269, -8.6359209 40.6389939, -8.635901199999999 40.6390065, -8.6358722 40.6390247)",50
1973,Rua do Chão da Correia,"LINESTRING (-8.5931537 40.6535116, -8.5931461 40.6535492, -8.5931558 40.6535816, -8.5931739 40.6536047, -8.5932069 40.6536266, -8.5932475 40.6536386, -8.593291300000001 40.6536393, -8.5933329 40.6536286, -8.5933698 40.6536055, -8.5933913 40.6535765, -8.593397100000001 40.6535589, -8.593396 40.6535256, -8.5933853 40.6535021, -8.593359299999999 40.6534753, -8.593322799999999 40.6534569, -8.5932934 40.6534502, -8.593249500000001 40.6534504)",50
1974,Rua Nossa Senhora da Vitória,"LINESTRING (-8.633803199999999 40.6309825, -8.633196 40.630804, -8.632489 40.6306379, -8.632293600000001 40.6306022, -8.632097 40.6305909, -8.631869399999999 40.6306138, -8.631747900000001 40.6306348, -8.6308337 40.6308501)",40
1975,Rua Nossa Senhora da Vitória,"LINESTRING (-8.633803199999999 40.6309825, -8.633933799999999 40.6310221, -8.634033799999999 40.631063, -8.634162 40.6311299, -8.634429799999999 40.6313368, -8.6347076 40.6315515, -8.6347782 40.6316134)",40
1976,Travessa Nossa Senhora da Vitória,"LINESTRING (-8.633803199999999 40.6309825, -8.633804700000001 40.631098, -8.633832399999999 40.6311563, -8.634166199999999 40.6314987)",40
1977,,"LINESTRING (-8.624427000000001 40.6532357, -8.6245128 40.6532674)",50
1978,Estrada Cidadela de Aveiro,"LINESTRING (-8.624427000000001 40.6532357, -8.6243584 40.6532126)",50
1979,Avenida Manuel Maria da Rocha Colmieiro,"LINESTRING (-8.624427000000001 40.6532357, -8.6243341 40.6533837, -8.624300099999999 40.6534387, -8.624247199999999 40.6535149, -8.6241222 40.6536915, -8.6239571 40.6538415, -8.6238069 40.6539511, -8.6236681 40.6540415, -8.623567100000001 40.6540855, -8.623507099999999 40.6541127, -8.6234471 40.6541398)",40
1980,Rua Dom António José Cordeiro,"LINESTRING (-8.6364102 40.6393333, -8.636805900000001 40.6395237)",50
1981,Rua Dom António José Cordeiro,"LINESTRING (-8.6364102 40.6393333, -8.636109899999999 40.6391985)",50
1982,Rua da Marinha da Chamorra,"LINESTRING (-8.6364102 40.6393333, -8.636328199999999 40.6393617, -8.6360233 40.6394675, -8.6358573 40.6395909, -8.635814 40.6397665, -8.635793400000001 40.6405702, -8.6357921 40.640621)",50
1983,"['Rua da Guiné Bissau', 'Avenida das Descobertas']","LINESTRING (-8.6364102 40.6393333, -8.6365949 40.6392306, -8.6367575 40.6390965, -8.637495100000001 40.6383864, -8.6375259 40.6383294, -8.6375166 40.6382754, -8.637472600000001 40.6382301, -8.6374038 40.6381888, -8.637104000000001 40.6380257)",50
1984,Rua Central,"LINESTRING (-8.5336607 40.5921119, -8.533117799999999 40.5919458, -8.532884900000001 40.5919346)",50
1985,Rua Central,"LINESTRING (-8.5336607 40.5921119, -8.534122099999999 40.5923326, -8.5342061 40.5923957, -8.534767799999999 40.5927892, -8.5349016 40.5929039, -8.5350067 40.5929612, -8.535172899999999 40.5929898, -8.5353238 40.592965, -8.535700200000001 40.5928695, -8.535943899999999 40.5928266, -8.5360323 40.5928453)",50
1986,Rua Chão do Minhoto,"LINESTRING (-8.5336607 40.5921119, -8.5336949 40.5920739, -8.5338633 40.5919424, -8.534560900000001 40.591549, -8.5348168 40.5914406, -8.535258799999999 40.5913407, -8.5359601 40.5911822, -8.5364319 40.5911645, -8.5365044 40.5911761)",50
1987,Rua de José Estévão,"LINESTRING (-8.589525 40.6810374, -8.590418 40.6817832, -8.590758599999999 40.6819744, -8.591332599999999 40.682129, -8.5918986 40.6821107, -8.592089 40.6821046)",50
1988,Rua de José Estévão,"LINESTRING (-8.589525 40.6810374, -8.589176399999999 40.6807584, -8.5888049 40.6805114)",50
1989,,"LINESTRING (-8.589525 40.6810374, -8.5899961 40.6820948, -8.5902812 40.6827716, -8.5903977 40.6829574, -8.590952700000001 40.6834432)",50
1990,Alameda Silva Rocha,"LINESTRING (-8.6357921 40.640621, -8.6342052 40.6405968)",50
1991,Rua da Marinha da Chamorra,"LINESTRING (-8.6357921 40.640621, -8.635793400000001 40.6405702, -8.635814 40.6397665, -8.6358573 40.6395909, -8.6360233 40.6394675, -8.636328199999999 40.6393617, -8.6364102 40.6393333)",50
1992,Rua de José Estévão,"LINESTRING (-8.5887697 40.680485, -8.5888049 40.6805114)",50
1993,Rua de José Estévão,"LINESTRING (-8.5887697 40.680485, -8.5885222 40.6802997, -8.5884801 40.6802724)",50
1994,,"LINESTRING (-8.5887697 40.680485, -8.588264000000001 40.6805299, -8.5880551 40.6805484)",50
1995,Travessa Nossa Senhora da Vitória,"LINESTRING (-8.634166199999999 40.6314987, -8.633832399999999 40.6311563, -8.633804700000001 40.631098, -8.633803199999999 40.6309825)",40
1996,Rua da Granja de Cima,"LINESTRING (-8.586416399999999 40.6000785, -8.5864759 40.6000284, -8.5875761 40.5995627, -8.587686700000001 40.5994652, -8.587718199999999 40.599403)",50
1997,Rua dos Melões,"LINESTRING (-8.586416399999999 40.6000785, -8.586577800000001 40.6001735, -8.586703099999999 40.600263)",50
1998,Rua da Granja de Baixo,"LINESTRING (-8.586416399999999 40.6000785, -8.586178200000001 40.6000269, -8.5854239 40.5998653, -8.5850463 40.5997479, -8.584579 40.5995863, -8.584346200000001 40.5995137, -8.5841531 40.5994851, -8.5837454 40.5994648, -8.583345700000001 40.5994505, -8.5826049 40.5994865, -8.582095300000001 40.599515, -8.5819215 40.5995055, -8.5817364 40.5994587, -8.5814226 40.5993528, -8.5811463 40.5992347, -8.580952699999999 40.5991464, -8.580663400000001 40.5990774, -8.5804498 40.5990286, -8.5797382 40.5988477, -8.5795288 40.5988209)",50
1999,Praça Humberto Delgado,"LINESTRING (-8.653717800000001 40.6411696, -8.6536559 40.641156, -8.653591499999999 40.641158, -8.6535312 40.6411753, -8.6534812 40.6412061)",50
2000,Rua Doutor Manuel Arriaga,"LINESTRING (-8.588013800000001 40.6719512, -8.588586299999999 40.6731157, -8.589479900000001 40.6742925)",50
2001,Rua Doutor Manuel Arriaga,"LINESTRING (-8.588013800000001 40.6719512, -8.5879396 40.671757, -8.587906200000001 40.6715964)",50
2002,,"LINESTRING (-8.588013800000001 40.6719512, -8.587939799999999 40.6719277, -8.5878379 40.6719195, -8.5877333 40.6719377)",50
2003,Rua da Liberdade,"LINESTRING (-8.587906200000001 40.6715964, -8.587812700000001 40.671781)",50
2004,Rua Doutor Manuel Arriaga,"LINESTRING (-8.587906200000001 40.6715964, -8.5879396 40.671757, -8.588013800000001 40.6719512)",50
2005,Rua da Liberdade,"LINESTRING (-8.587906200000001 40.6715964, -8.587926700000001 40.671556, -8.588167800000001 40.6710142, -8.5882351 40.6708245, -8.588262500000001 40.6707375)",50
2006,Rua José Estevão,"LINESTRING (-8.564877900000001 40.6236554, -8.564644400000001 40.6238645)",50
2007,Rua José Estevão,"LINESTRING (-8.564877900000001 40.6236554, -8.566060800000001 40.6225963, -8.566267399999999 40.6224113)",50
2008,Travessa da Rua José Estevão,"LINESTRING (-8.564877900000001 40.6236554, -8.5648011 40.6236052, -8.564675100000001 40.6235451, -8.5645714 40.6235188, -8.564374300000001 40.6235157)",50
2009,Rua Marcos Vidal,"LINESTRING (-8.622049499999999 40.653378, -8.621231399999999 40.6534187, -8.6212059 40.6534421, -8.6211872 40.6534828, -8.6211442 40.6536843, -8.6211489 40.6537191)",50
2010,Travessa da Rua José Estevão,"LINESTRING (-8.564374300000001 40.6235157, -8.5645714 40.6235188, -8.564675100000001 40.6235451, -8.5648011 40.6236052, -8.564877900000001 40.6236554)",50
2011,,"LINESTRING (-8.6339159 40.6381586, -8.634324400000001 40.6376956)",50
2012,Rua Dom António José Cordeiro,"LINESTRING (-8.6339159 40.6381586, -8.634178 40.6381155, -8.6344067 40.6381323)",50
2013,Praceta do Canha,"LINESTRING (-8.6483405 40.625374, -8.6485632 40.6254941, -8.6484579 40.6256203, -8.6483981 40.6256928, -8.648134000000001 40.6260133)",50
2014,Praceta do Canha,"LINESTRING (-8.648134000000001 40.6260133, -8.6478953 40.6262921)",50
2015,Praceta do Canha,"LINESTRING (-8.648134000000001 40.6260133, -8.6483981 40.6256928, -8.6484579 40.6256203, -8.6485632 40.6254941, -8.6483405 40.625374)",50
2016,Praceta do Canha,"LINESTRING (-8.648134000000001 40.6260133, -8.647961 40.6258888, -8.6478112 40.6258199)",50
2017,Praceta do Canha,"LINESTRING (-8.6478953 40.6262921, -8.648134000000001 40.6260133)",50
2018,,"LINESTRING (-8.5880551 40.6805484, -8.588264000000001 40.6805299, -8.5887697 40.680485)",50
2019,Rua Ecos de Cacia,"LINESTRING (-8.590336300000001 40.6764939, -8.5902309 40.6764773, -8.5893611 40.6763015, -8.588763399999999 40.6763217)",50
2020,Rua Doutor Manuel Dias Ferreira,"LINESTRING (-8.590336300000001 40.6764939, -8.5904545 40.6767123, -8.590712999999999 40.676924, -8.591627600000001 40.6775647, -8.5920877 40.6782399, -8.592163299999999 40.6783508)",50
2021,Rua Doutor Manuel Arriaga,"LINESTRING (-8.590336300000001 40.6764939, -8.590282500000001 40.6763415, -8.5902221 40.676057, -8.590176 40.6757762, -8.5901683 40.6757194)",50
2022,,"LINESTRING (-8.616180200000001 40.6667818, -8.6160894 40.6666658, -8.6160364 40.6665811)",50
2023,Rua da Junqueira,"LINESTRING (-8.616180200000001 40.6667818, -8.616991000000001 40.6672918, -8.617739 40.6679565, -8.618442699999999 40.6682484)",50
2024,Rua da Quinta da Clementina,"LINESTRING (-8.618442699999999 40.6682484, -8.618620099999999 40.6683672)",50
2025,Rua da Junqueira,"LINESTRING (-8.618442699999999 40.6682484, -8.617739 40.6679565, -8.616991000000001 40.6672918, -8.616180200000001 40.6667818)",50
2026,Rua da Junqueira,"LINESTRING (-8.615525699999999 40.6663789, -8.615095200000001 40.6661224, -8.613075200000001 40.6649211, -8.613022000000001 40.6648863, -8.611757799999999 40.6641108, -8.6114841 40.6639684)",50
2027,,"LINESTRING (-8.615525699999999 40.6663789, -8.6156226 40.6664708, -8.6157035 40.666573)",50
2028,Rua do Ribeirinho,"LINESTRING (-8.573506 40.5694746, -8.573184700000001 40.5702499)",50
2029,Rua do Ribeirinho,"LINESTRING (-8.573506 40.5694746, -8.5735446 40.5693814, -8.574009500000001 40.5688301, -8.5739643 40.5687652, -8.573907500000001 40.5686836, -8.5735899 40.5686836, -8.5733064 40.5694073, -8.573506 40.5694746)",50
2030,Rua do Ribeirinho,"LINESTRING (-8.573506 40.5694746, -8.5733064 40.5694073, -8.5735899 40.5686836, -8.573907500000001 40.5686836, -8.5739643 40.5687652, -8.574009500000001 40.5688301, -8.5735446 40.5693814, -8.573506 40.5694746)",50
2031,Rua Mariano Ludgero,"LINESTRING (-8.636469099999999 40.6449571, -8.636284 40.645065, -8.636115500000001 40.6451008)",50
2032,,"LINESTRING (-8.618620099999999 40.6683672, -8.618752499999999 40.6683667)",50
2033,Rua da Quinta da Clementina,"LINESTRING (-8.618620099999999 40.6683672, -8.618667 40.668408, -8.618687400000001 40.6684488, -8.6186869 40.6685143)",50
2034,Rua de São João da Madeira,"LINESTRING (-8.6497683 40.6278007, -8.6490034 40.6278667)",50
2035,Rua de São João da Madeira,"LINESTRING (-8.6497683 40.6278007, -8.649839699999999 40.6277955, -8.650113899999999 40.6277782)",50
2036,Rua de Vagos,"LINESTRING (-8.6497683 40.6278007, -8.649754099999999 40.6277241, -8.649675 40.6272735, -8.649664700000001 40.6272097)",50
2037,,"LINESTRING (-8.6363317 40.6598411, -8.636334400000001 40.6598594, -8.6363428 40.6598833, -8.6363424 40.6599143, -8.6363424 40.6599408, -8.636339700000001 40.6599672, -8.6363263 40.6600018, -8.636316000000001 40.6600277, -8.6363026 40.6600481, -8.6362834 40.6600751, -8.636262 40.6600954, -8.636240900000001 40.6601071, -8.6362033 40.6601376, -8.636179200000001 40.660158, -8.636163099999999 40.6601763, -8.6361443 40.6602088, -8.6361256 40.6602271, -8.636101 40.6602521, -8.6360692 40.6602739, -8.636029000000001 40.66028, -8.6359884 40.6602806, -8.635953900000001 40.6602719, -8.6359186 40.6602561, -8.635876100000001 40.6602475, -8.6358274 40.6602419, -8.6357845 40.6602358, -8.6357366 40.6602353, -8.635675000000001 40.6602353, -8.6356021 40.6602378, -8.6354807 40.6602528)",50
2038,Avenida Manuel Maria da Rocha Colmieiro,"LINESTRING (-8.624786500000001 40.6528343, -8.6250281 40.6524603, -8.625224599999999 40.6522318, -8.625429799999999 40.6520711, -8.625516599999999 40.6520097, -8.625708899999999 40.6518888)",50
2039,Avenida das Agras,"LINESTRING (-8.63876 40.6509203, -8.638688 40.6509155)",50
2040,Avenida Fausto Ferreira,"LINESTRING (-8.63876 40.6509203, -8.6387693 40.6508247, -8.6388131 40.6505637, -8.6388506 40.6502767, -8.6388894 40.6499901, -8.6389231 40.6496276, -8.638945700000001 40.6494329)",50
2041,Avenida das Agras,"LINESTRING (-8.638681800000001 40.6510056, -8.6387521 40.6510088)",50
2042,,"LINESTRING (-8.5960018 40.6221209, -8.596042300000001 40.622206, -8.5961955 40.62235, -8.5963726 40.6226171, -8.596504100000001 40.6229565, -8.5965404 40.6232867, -8.596499100000001 40.6238246, -8.596477699999999 40.6241028, -8.5965208 40.6242928, -8.596613400000001 40.6244719, -8.5967757 40.6245944, -8.5969853 40.6246774, -8.597259599999999 40.6246854, -8.597533 40.6246253, -8.597826599999999 40.624524, -8.598447200000001 40.6242653, -8.598956100000001 40.624025, -8.599288700000001 40.6237562, -8.599632 40.6233246)",40
2043,,"LINESTRING (-8.5960018 40.6221209, -8.5961575 40.6222354, -8.596598500000001 40.6226172, -8.5968833 40.6229091, -8.597350799999999 40.6234487, -8.597910600000001 40.6241936, -8.598031799999999 40.6244006)",100
2044,Rua do General Costa Cascais,"LINESTRING (-8.6265201 40.6473017, -8.626483199999999 40.6472409, -8.6263614 40.6470399)",50
2045,Rua do General Costa Cascais,"LINESTRING (-8.6265201 40.6473017, -8.626803799999999 40.6477563, -8.626845400000001 40.647823, -8.626899399999999 40.6479096, -8.626920999999999 40.6479572)",50
2046,Travessa do Espírito Santo,"LINESTRING (-8.6265201 40.6473017, -8.6262116 40.6472907, -8.626172 40.6472914, -8.626120999999999 40.6472832, -8.6258743 40.6472344)",50
2047,,"LINESTRING (-8.596867700000001 40.684129, -8.5968654 40.6841475, -8.5968713 40.6841656, -8.5968848 40.6841812)",50
2048,Rua dos Bombeiros da Celulose,"LINESTRING (-8.596867700000001 40.684129, -8.596684 40.6841449, -8.5965001 40.6841955)",50
2049,,"LINESTRING (-8.5968848 40.6841812, -8.5969043 40.6841925, -8.5969277 40.6841983, -8.596951499999999 40.6841981, -8.5969739 40.684192)",50
2050,,"LINESTRING (-8.646180299999999 40.6485181, -8.646130400000001 40.6485299, -8.6460873 40.6485524, -8.6460551 40.6485836, -8.646036499999999 40.6486207)",50
2051,Avenida da Força Aérea Portuguesa,"LINESTRING (-8.646180299999999 40.6485181, -8.6460983 40.648509, -8.6460063 40.6484353, -8.645287 40.6478593, -8.645212900000001 40.6477999)",50
2052,,"LINESTRING (-8.5946748 40.5686503, -8.594637499999999 40.5682672, -8.5950297 40.567586, -8.595197900000001 40.5670468)",50
2053,,"LINESTRING (-8.5946748 40.5686503, -8.5946935 40.5690334, -8.594710600000001 40.5693554, -8.594742 40.5699458)",50
2054,,"LINESTRING (-8.5946748 40.5686503, -8.594913200000001 40.5687309, -8.595278499999999 40.5690956, -8.5953933 40.5693413, -8.595523 40.5694694)",50
2055,,"LINESTRING (-8.646337600000001 40.648562, -8.6462927 40.6485341, -8.6462383 40.6485189, -8.646180299999999 40.6485181)",50
2056,Rua António da Rocha Madail,"LINESTRING (-8.646337600000001 40.648562, -8.6464885 40.6484682, -8.6468977 40.6481689, -8.646972699999999 40.6481175)",50
2057,Rua de Aquilino Ribeiro,"LINESTRING (-8.6575869 40.6373152, -8.657507499999999 40.6373737, -8.6573145 40.6375201)",50
2058,Rua Calouste Gulbenkian,"LINESTRING (-8.6575869 40.6373152, -8.6569565 40.6368266, -8.656738499999999 40.6366458, -8.656655000000001 40.6365813, -8.656568200000001 40.6365143, -8.656529000000001 40.6364841, -8.656365900000001 40.6363581)",50
2059,Rua Calouste Gulbenkian,"LINESTRING (-8.6575869 40.6373152, -8.6576933 40.6373919, -8.657852800000001 40.637507, -8.657901900000001 40.6375423, -8.6579835 40.6376009)",50
2060,,"LINESTRING (-8.595197900000001 40.5670468, -8.5950297 40.567586, -8.594637499999999 40.5682672, -8.5946748 40.5686503)",50
2061,Rua de Aquilino Ribeiro,"LINESTRING (-8.6573145 40.6375201, -8.656620800000001 40.6380476)",50
2062,Rua Professor Egas Moniz,"LINESTRING (-8.6573145 40.6375201, -8.657252099999999 40.6374716, -8.6567097 40.6370524, -8.6566159 40.6369799)",50
2063,Rua de Aquilino Ribeiro,"LINESTRING (-8.6573145 40.6375201, -8.657507499999999 40.6373737, -8.6575869 40.6373152)",50
2064,,"LINESTRING (-8.6230282 40.6536594, -8.6231554 40.6537492)",50
2065,Praceta de Santo António,"LINESTRING (-8.6230282 40.6536594, -8.62294 40.6535795, -8.6227549 40.6535917, -8.622543 40.6536079, -8.622466599999999 40.6536151, -8.622429 40.6536375, -8.622425 40.6536832, -8.622473299999999 40.6537077, -8.6230282 40.6536594)",50
2066,Rua de Aquilino Ribeiro,"LINESTRING (-8.656620800000001 40.6380476, -8.6573145 40.6375201)",50
2067,Rua de Manuel Mendes,"LINESTRING (-8.656620800000001 40.6380476, -8.656927700000001 40.638326, -8.6569556 40.6383838, -8.6569375 40.6384337, -8.656771900000001 40.6385747)",50
2068,Rua de Jaime Cortesão,"LINESTRING (-8.6566159 40.6369799, -8.655958 40.6374807)",50
2069,Rua Professor Egas Moniz,"LINESTRING (-8.6566159 40.6369799, -8.656250200000001 40.6366985, -8.6560182 40.6365187, -8.6559534 40.6364693, -8.655911 40.6364349)",50
2070,Travessa da Rua do Quimado,"LINESTRING (-8.6375887 40.6191205, -8.6379093 40.6197797)",50
2071,Rua de Santo André,"LINESTRING (-8.5912579 40.6735651, -8.591416000000001 40.6740982, -8.591823400000001 40.6749264, -8.592526400000001 40.6755629)",50
2072,Rua de Santo André,"LINESTRING (-8.5912579 40.6735651, -8.5910727 40.6723955, -8.5907964 40.6718361, -8.590716499999999 40.6716236)",50
2073,Rua da Cabine,"LINESTRING (-8.5912579 40.6735651, -8.5911209 40.6735856, -8.5898869 40.6739581, -8.589479900000001 40.6742925)",50
2074,Rua Doutor Manuel Arriaga,"LINESTRING (-8.589479900000001 40.6742925, -8.590002500000001 40.6750096, -8.590146799999999 40.6754612, -8.5901683 40.6757194)",50
2075,Rua Doutor Manuel Arriaga,"LINESTRING (-8.589479900000001 40.6742925, -8.588586299999999 40.6731157, -8.588013800000001 40.6719512)",50
2076,Rua da Cabine,"LINESTRING (-8.589479900000001 40.6742925, -8.5898869 40.6739581, -8.5911209 40.6735856, -8.5912579 40.6735651)",50
2077,,"LINESTRING (-8.6369162 40.6573969, -8.636156400000001 40.6571862)",50
2078,Rua Artur de Almeida Eça,"LINESTRING (-8.6375118 40.6450942, -8.6375969 40.6451135)",50
2079,Rua Artur de Almeida Eça,"LINESTRING (-8.6375118 40.6450942, -8.637450899999999 40.6450793, -8.636853500000001 40.6449424)",50
2080,,"LINESTRING (-8.637614299999999 40.6449876, -8.6375452 40.644946)",50
2081,Rua Artur de Almeida Eça,"LINESTRING (-8.6380353 40.6452034, -8.6375969 40.6451135)",50
2082,Rua Artur de Almeida Eça,"LINESTRING (-8.6380353 40.6452034, -8.6381964 40.6452222, -8.6384413 40.645215, -8.6384939 40.6452043, -8.638643099999999 40.6451635, -8.6388935 40.6450212)",50
2083,,"LINESTRING (-8.6380353 40.6452034, -8.637865400000001 40.6451208, -8.6377576 40.6450659, -8.6376682 40.6450191, -8.637614299999999 40.6449876)",50
2084,Rotunda do Olho de Água,"LINESTRING (-8.623324200000001 40.6541318, -8.6232872 40.6541474, -8.6232633 40.654165, -8.6232454 40.6541863)",50
2085,,"LINESTRING (-8.623324200000001 40.6541318, -8.623313899999999 40.6540897, -8.623294700000001 40.6540111, -8.6232618 40.6538766, -8.6231908 40.6537862, -8.6231554 40.6537492)",50
2086,Travessa do Pinhal,"LINESTRING (-8.6011892 40.6086798, -8.6009589 40.6087878, -8.6005538 40.6088882, -8.600199699999999 40.608932, -8.5998473 40.6089374, -8.599455499999999 40.6089307, -8.5991815 40.609034, -8.598850499999999 40.6091633, -8.598775399999999 40.6092012)",50
2087,Rua Conselheiro Arnaldo Vidal,"LINESTRING (-8.6011892 40.6086798, -8.6005483 40.608462, -8.599276 40.6077595, -8.5990775 40.6076634)",50
2088,Rua Conselheiro Arnaldo Vidal,"LINESTRING (-8.6011892 40.6086798, -8.601403299999999 40.6087418, -8.6015823 40.6087897)",50
2089,Rua dos Melões,"LINESTRING (-8.592670200000001 40.6053279, -8.5927995 40.6053762, -8.5930441 40.6054675, -8.5938895 40.6058144, -8.5943535 40.6060058, -8.594409799999999 40.6060681)",50
2090,Rua dos Melões,"LINESTRING (-8.592670200000001 40.6053279, -8.592572000000001 40.6052965, -8.592239899999999 40.6051587, -8.591993199999999 40.6050345, -8.5918081 40.6049164, -8.591644499999999 40.6047759, -8.5913226 40.6044175, -8.5911773 40.6042355, -8.5910861 40.6040543, -8.591002899999999 40.6038181, -8.590952400000001 40.6037152, -8.590898299999999 40.6036124, -8.590809800000001 40.6034658, -8.5907132 40.6033599, -8.5903109 40.6029668, -8.590004199999999 40.6026841, -8.5896489 40.6023566, -8.5889998 40.6017762, -8.588838900000001 40.6016194, -8.5886855 40.6014049, -8.588605599999999 40.6013262, -8.5881147 40.6010044, -8.5880337 40.6009637)",50
2091,Rua do Castanheiro,"LINESTRING (-8.592670200000001 40.6053279, -8.5926606 40.6055552, -8.592752300000001 40.6058783, -8.5927737 40.6061268, -8.592703500000001 40.6063738, -8.5925586 40.6067851, -8.592486600000001 40.6069484)",50
2092,,"LINESTRING (-8.586699599999999 40.6434863, -8.5867836 40.6434813, -8.586862699999999 40.6434766, -8.586985200000001 40.6434886)",50
2093,,"LINESTRING (-8.649454 40.6247711, -8.649311600000001 40.6249506, -8.6491674 40.6251231, -8.6488593 40.6254826)",50
2094,,"LINESTRING (-8.649454 40.6247711, -8.649380799999999 40.6248276, -8.649324999999999 40.6248653, -8.649247799999999 40.624907, -8.6491367 40.6249409)",50
2095,,"LINESTRING (-8.6726896 40.6380039, -8.6720512 40.6372055)",50
2096,,"LINESTRING (-8.6726896 40.6380039, -8.673248299999999 40.6387025)",50
2097,,"LINESTRING (-8.6726896 40.6380039, -8.6711823 40.6386647)",50
2098,,"LINESTRING (-8.673248299999999 40.6387025, -8.6726896 40.6380039)",50
2099,,"LINESTRING (-8.670968500000001 40.6375657, -8.671787800000001 40.6371915)",50
2100,,"LINESTRING (-8.6711823 40.6386647, -8.6726896 40.6380039)",50
2101,,"LINESTRING (-8.5623811 40.6291238, -8.5622604 40.6288652, -8.562245600000001 40.6287989)",50
2102,Rua Justa Ferreira Dias,"LINESTRING (-8.595700799999999 40.6057731, -8.595091399999999 40.6060223)",50
