,my_id,u,v,key,osmid,oneway,highway,length,name,geometry,maxspeed,lanes,ref,bridge,junction,access,tunnel,width
76,5338,1711773379,384987364,0,559777267,Rua da República,50,residential,False,188.928,"LINESTRING (-8.599325 40.677048, -8.5989451 40.6773601, -8.5981638 40.6780021, -8.5978086 40.6782987)",2,EN 109,EN 16,,,,
77,5426,1712297735,1499470336,0,313505166,Rua da Repúbica,50,residential,False,21.278,"LINESTRING (-8.6078679 40.6682861, -8.6077216 40.668442)",3,EN 109,EN 16,,,,
78,5428,1712297735,384987412,0,"[313505165, 547259807]",Rua da Repúbica,50,residential,False,549.261,"LINESTRING (-8.6078679 40.6682861, -8.607907600000001 40.668243, -8.6079417 40.6682054, -8.6081734 40.6679475, -8.609021200000001 40.6669559, -8.609359100000001 40.6665174, -8.609541699999999 40.6662664, -8.609870600000001 40.6658222, -8.610636700000001 40.6647873, -8.610925 40.6643779, -8.611030899999999 40.6642314, -8.6111738 40.6640339)",2,EN 109,EN 16,,,,
79,5441,1712297743,1712918757,0,547259813,Rua da República,50,residential,False,25.313,"LINESTRING (-8.607619100000001 40.6685555, -8.607448700000001 40.6687429)",3,EN 109,EN 16,,,,
80,5442,1712297743,1499470336,0,236253621,Rua da Repúbica,50,residential,False,15.297,"LINESTRING (-8.607619100000001 40.6685555, -8.6076575 40.668513, -8.6077216 40.668442)",3,EN 109,EN 16,,,,
81,5508,1702680392,1702680112,0,549319296,,50,residential,True,39.875,"LINESTRING (-8.6340775 40.6378409, -8.633816400000001 40.6381398)",2,EN 109,,,,,
82,5548,1315886939,1558059143,0,549319300,,50,residential,True,238.351,"LINESTRING (-8.6198143 40.6535878, -8.6182295 40.6553624)",1,EN 109,EN 16,,,,
83,5705,1563523029,1678492627,0,173039148,,50,residential,False,26.799,"LINESTRING (-8.6114654 40.6636415, -8.6116206 40.6634312)",2,EN 109,EN 16,,,,
84,5706,1563523029,410364078,0,152213787,Rotunda da Junqueira,50,residential,True,22.845999999999997,"LINESTRING (-8.6114654 40.6636415, -8.6114104 40.6636111, -8.6113476 40.6635907, -8.611280499999999 40.6635813, -8.6112143 40.6635834)",2,EN 109,EN 16,,roundabout,,
85,6054,1558059143,1110673632,0,559711789,,50,residential,True,123.487,"LINESTRING (-8.6182295 40.6553624, -8.618066000000001 40.6555454, -8.617666399999999 40.6559677, -8.617408299999999 40.6562812)",1,EN 109,EN 16,,,,
86,6058,1558059146,1242340729,0,601131927,,50,residential,True,239.48,"LINESTRING (-8.6184055 40.6552291, -8.6200285 40.6534621)",1,EN 109,EN 16,,,,
87,6501,1499470336,1712297735,0,313505166,Rua da Repúbica,50,residential,False,21.278,"LINESTRING (-8.6077216 40.668442, -8.6078679 40.6682861)",3,EN 109,EN 16,,,,
88,6502,1499470336,1712297743,0,236253621,Rua da Repúbica,50,residential,False,15.297,"LINESTRING (-8.6077216 40.668442, -8.6076575 40.668513, -8.607619100000001 40.6685555)",3,EN 109,EN 16,,,,
89,6550,1499470391,1576540797,0,544834945,,50,residential,False,21.221,"LINESTRING (-8.6152148 40.6586394, -8.615069699999999 40.6587953)",2,EN 109,EN 16,,,,
90,6551,1499470391,1110673632,0,544834943,,50,residential,False,320.94,"LINESTRING (-8.6152148 40.6586394, -8.615632400000001 40.6581957, -8.6166448 40.6571201, -8.617408299999999 40.6562812)",2,EN 109,EN 16,,,,
91,6552,1406433848,1406434291,0,"[118248798, 33653989, 95803782]",,50,residential,True,331.012,"LINESTRING (-8.634324400000001 40.6376956, -8.634419599999999 40.637577, -8.6357234 40.6361533, -8.6358649 40.6360029, -8.636173299999999 40.6356596, -8.6364467 40.635342, -8.636532600000001 40.6352358)",1,EN 109,yes,,,,
92,6636,1576540797,1499470391,0,544834945,,50,residential,False,21.221,"LINESTRING (-8.615069699999999 40.6587953, -8.6152148 40.6586394)",2,EN 109,EN 16,,,,
93,6637,1576540797,1242340713,0,544834946,,50,residential,False,30.447,"LINESTRING (-8.615069699999999 40.6587953, -8.614875899999999 40.6590263)",2,EN 109,EN 16,,,,
94,6748,2514877162,3599610795,0,480672088,,50,residential,True,8.32,"LINESTRING (-8.6551311 40.6182456, -8.655111700000001 40.618248, -8.6550938 40.6182544, -8.6550791 40.6182643, -8.6550685 40.6182769, -8.655062900000001 40.6182913)",,EN 109,,roundabout,,,
95,6856,1340357470,330341308,0,30008054,,50,residential,True,41.448,"LINESTRING (-8.6311094 40.6409645, -8.6312087 40.641089, -8.631331899999999 40.6411531, -8.631481000000001 40.641166)",3,EN 109,,roundabout,,,
